timestamp,voltaje_L1,voltaje_L2,voltaje_L3,voltaje_LNAvg,intensidad_L1,intensidad_L2,intensidad_L3,intensidad_Avg_total,intensidad_neutral,pf_L1,pf_L2,pf_L3,pf_total,frecuencia,s_L1,s_L2,s_L3,s_total,q_L1,q_L2,q_L3,q_total,p_L1,p_L2,p_L3,p_total,app_en_total,act_en_total,react_en_total,react_en_inflow,react_en_outflow,act_en_inflow,act_en_outlow
2025-05-23 11:00:00,232.05157356262208,232.74968121846516,234.05021591186522,232.9504909515381,22.190578802426657,16.948115917046866,22.259573590755462,20.466089542706808,15.4337420185407,0.822540249923865,0.6719212479889393,0.7911894301573436,0.7662922710180282,50.01985038121541,5.155796084801356,3.9476286217570307,5.222129849592845,14.325554545720419,2.7760681748390197,2.6975862270221116,3.042904971043269,8.516559388240179,4.2205788175264995,2.708042264233033,4.0502547606825825,10.978875879446665,4462.119266764323,2790.435754394531,2404.2629516601564,2621.5971211751303,217.33402061462405,0.0,0.0
2025-05-23 12:00:00,233.0303788503011,234.2824873606364,235.82055231730143,234.37780621846517,15.482012597719828,7.824069827795029,17.876575406392416,13.727552684148153,14.466041604677836,0.8481174776951472,0.484025704410548,0.771128452817599,0.7396364798148473,50.005965614318846,3.6055619498093923,1.8240613828102747,4.209161615371704,9.638784960905712,1.5635884841283163,0.7447701264948895,2.5504239506398636,4.858782588442167,3.0478021065394083,0.9784897550397242,3.1761783808469772,7.202470272779465,4475.256404622396,2800.4606384277345,2411.852305094401,2629.258166503906,217.40579668680826,0.0,0.0
2025-05-23 13:00:00,234.5112737019857,234.91585731506348,235.71966209411622,235.04893112182617,10.504168995221455,5.072808315356572,12.465877099831898,9.347618142763773,11.246108333269754,0.8612306142846743,0.3072858404678603,0.7584954413274924,0.6928733485440414,50.007842763264975,2.46168995598952,1.1925601522127787,2.9446177194515863,6.598867799838384,0.6850108066263298,0.4560637918921808,1.648730237968266,2.789804822485894,2.125720837712288,0.35354475514225975,2.18895137856404,4.668216988444328,4482.748461914062,2805.849483235677,2415.2261494954428,2632.8233154296877,217.59714050292968,0.0,0.0
2025-05-23 14:00:00,235.8925422668457,236.01655909220378,237.122554397583,236.3438856760661,4.846330203612646,4.190596197048823,5.177679135402044,4.738201848665873,6.370257107416789,0.4409408198824773,0.6279048829273961,0.46423286567636146,0.34434364875778556,50.016149552663165,1.1435162564118704,0.9881029737492403,1.228002122292916,3.359621345003446,-0.7911253138794564,-0.11198417822209497,-0.13540131345701714,-1.0385108069206277,0.40340251340530814,-0.6213295914315192,0.3278335615982845,0.10990648223087192,4487.73330078125,2808.3252380371096,2416.059989420573,2634.4947591145833,218.4347759246826,0.0,0.0
2025-05-23 15:00:00,236.14393628438313,236.10273043314615,236.8078904469808,236.35152015686035,5.439597992102305,4.837939773996671,4.687728470563888,4.988422081867854,6.131124655405681,0.22370091425837016,0.7192894096486271,0.34154221579956356,0.33785838733892887,50.01443367004394,1.2834662735462188,1.141550365338723,1.1091297266383966,3.5341463685035706,-1.1821557799975078,-0.33772271078875443,-0.10938309179618953,-1.629261611623224,-0.036288203279643,-0.8348350510777285,-0.08452986050397157,-0.955653105955571,4491.0841593424475,2807.7050618489584,2414.5817036946614,2634.9429138183596,220.36126276652018,0.0,0.0
2025-05-23 16:00:00,235.14407450358073,235.32527338663738,235.94425048828126,235.47119992574056,4.212656319141388,3.0334124326705934,4.75643265346686,4.000833793481191,5.547133360306422,0.5481214898638427,0.4925128819915699,0.48666507434876016,0.3595878210423204,50.02110455830892,0.9901687895258268,0.7142598435282708,1.1225400892396769,2.8269687443971634,-0.6684043695529301,0.13478103678983946,0.19349897339319186,-0.3401243551944693,0.4594110778377702,-0.25738730411345995,0.42613479361558954,0.6281585700344294,4494.17265218099,2807.3263610839845,2413.389583333333,2635.4238321940106,222.03424542744955,0.0,0.0
2025-05-23 17:00:00,235.2334893544515,235.9028024037679,236.00363883972167,235.7133108774821,3.7222002665201823,3.338669987519582,6.3814530869325,4.480774460236232,6.310820454359055,0.7291851957639058,0.3090794012105713,0.6744285886486371,0.601081674049298,50.005926577250165,0.8743345146377881,0.7803111669917902,1.5048876374959945,3.1595333218574524,-0.45357476149996123,0.5655013002300014,0.5997065645953019,0.7116331112842696,0.6453203576306502,0.24438939449222136,0.9907722346484661,1.8804819901784262,4497.107857259115,2808.7967915852864,2413.6691284179688,2636.4356404622395,222.7664805094401,0.0,0.0
2025-05-23 18:00:00,235.03409525553386,235.6035469055176,236.29221115112304,235.6432846069336,6.269009063641231,4.946936680873235,8.37866690158844,6.531537552674611,6.089638380209605,0.913076218465964,0.5319963655124108,0.7231577381491661,0.7199582827587923,50.00415302912394,1.4742954855163892,1.1663531246284644,1.9811140964428584,4.6217627167701725,0.1631834734386454,0.7799596869697173,1.2160273273785909,2.159170486095051,1.3469138036171595,0.599040662124753,1.333037516474724,3.278991977373759,4500.957963053385,2811.2429402669272,2415.225618489583,2638.3722880045575,223.14663543701172,0.0,0.0
2025-05-23 19:00:00,234.56305351257325,235.11333338419595,235.89878832499187,235.19172554016114,7.204528947671254,6.602644965052605,9.360487536589305,7.722553789615631,5.887808060646057,0.9315153151750565,0.5080078089299301,0.7206467556456725,0.7181332685053349,50.00125398635864,1.6898294200499853,1.5509757657845815,2.2113088791569075,5.452114071448644,0.377558142816027,1.2662753503769637,1.3987206830953558,3.042554150397579,1.5683175067106883,0.799135853132854,1.5206716318925222,3.8881250103314717,4506.172045898437,2815.0031778971356,2417.9045450846356,2641.1409525553386,223.23636016845705,0.0,0.0
2025-05-23 20:00:00,233.75940170288087,234.47489217122396,234.8241704305013,234.35282135009766,6.877465148766835,8.770306905110678,9.423403584957123,8.357058493296305,7.001051563024521,0.9378765920797983,0.5837414870659511,0.772089558839798,0.7424928228060405,49.99921474456787,1.6061601440111797,2.0564678062995276,2.209387239813805,5.8720151543617245,0.33681193105876445,1.6204967454075814,1.249651854299009,3.2069605280955633,1.5054799377918244,1.1957587922612827,1.594332970182101,4.295571668942769,4511.828470865886,2819.1785217285155,2420.9313049316406,2644.1692403157554,223.2378845214844,0.0,0.0
